ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimeintoID
270,Vandalismo,2024-05-28,Abierta,['556-01-9324'],['MNT-12008']
271,Rotura,05-03-2024,Abierta,"['933-79-7522', '570-60-1091']",['MNT-04611']
272,Desgaste,2024/09/22,Abierta,"['554-40-3305', '844-06-6042']",['MNT-01532']
273,Desgaste,2023-11-19,Abierta,"['102-99-6624', '016-11-0505', '438-40-3067']",['MNT-08947']
274,Rotura,09-29-2024,Cerrada,['314-02-1194'],['MNT-01186']
275,Mal funcionamiento,24/03/2024,Abierta,['505-30-4051'],['MNT-03178']
276,Rotura,2024/08/20,Cerrada,"['092-70-0241', '617-98-7825', '745-40-3149']",['MNT-01203']
277,Rotura,04-12-2023,Abierta,"['254-17-9200', '465-63-9065']",['MNT-06269']
278,Desgaste,24/03/2024,Abierta,['408-42-0612'],['MNT-06027']
279,Mal funcionamiento,2023/11/04,Abierta,"['973-97-9814', '294-55-2511', '386-78-8491']",['MNT-06188']
280,Desgaste,08-13-2024,Cerrada,"['323-15-6457', '149-68-7937']",['MNT-03059']
281,Vandalismo,2023-11-22,Cerrada,['661-33-5619'],['MNT-11922']
282,Vandalismo,04-29-2024,Abierta,['290-17-3796'],"['MNT-11254', 'MNT-14093']"
283,Rotura,2023/11/06,Abierta,"['829-99-2627', '690-39-4985', '332-10-5747']",['MNT-03276']
284,Rotura,10/09/2024,Cerrada,"['087-05-8772', '601-46-5956', '772-50-1904']",['MNT-06584']
285,Mal funcionamiento,01-07-2024,Cerrada,"['899-41-5279', '706-89-6262', '921-60-5646']",['MNT-14822']
286,Mal funcionamiento,2023-11-29,Abierta,"['693-95-3599', '801-44-8498', '799-85-2772']","['MNT-00800', 'MNT-06358']"
287,Vandalismo,2024/09/09,Cerrada,"['854-01-1658', '849-09-8804']",['MNT-01236']
288,Desgaste,16-03-2024,Abierta,"['038-94-8332', '475-13-4254', '205-69-7018']","['MNT-09598', 'MNT-12651']"
289,Desgaste,02/12/2023,Cerrada,['562-19-2187'],['MNT-06873']
290,Desgaste,10-11-2024,Abierta,['092-00-2589'],['MNT-03809']
291,Rotura,2023/11/25,Abierta,"['797-44-0928', '697-71-6455', '377-94-5948']","['MNT-08851', 'MNT-10761']"
292,Vandalismo,30-08-2024,Abierta,"['986-48-1472', '255-47-8286', '889-80-5713']",['MNT-00034']
293,Mal funcionamiento,2024/05/24,Cerrada,['864-35-3807'],['MNT-08818']
294,Vandalismo,23/10/2023,Cerrada,['598-77-6579'],['MNT-14819']
295,Desgaste,2024-02-28,Abierta,['418-94-3505'],['MNT-06651']
296,Mal funcionamiento,2024/08/23,Abierta,"['074-12-1942', '886-72-5197', '457-21-3953']",['MNT-14682']
297,Desgaste,10-19-2023,Abierta,['870-97-0337'],['MNT-11961']
298,Mal funcionamiento,09-07-2024,Abierta,"['834-21-1410', '702-46-1298', '697-85-2663']",['MNT-07216']
299,Desgaste,2024-06-20,Cerrada,"['081-33-0808', '132-42-2684']",['MNT-00987']
300,Mal funcionamiento,2024-06-27,Cerrada,"['105-77-5465', '116-73-6504', '409-45-1300']","['MNT-06168', 'MNT-10272']"
301,Desgaste,2024-10-01,Abierta,['179-18-2765'],"['MNT-00710', 'MNT-07639']"
302,Rotura,12-25-2023,Cerrada,['442-65-1949'],['MNT-07886']
303,Mal funcionamiento,05-03-2024,Abierta,"['197-71-4142', '037-73-5122', '530-21-9840']",['MNT-02719']
304,Vandalismo,2024-04-01,Abierta,"['734-99-4684', '213-95-8703']",['MNT-05347']
305,Vandalismo,02-18-2024,Cerrada,"['179-63-9808', '502-02-6662']",['MNT-10595']
306,Mal funcionamiento,12-04-2024,Abierta,['159-40-5926'],['MNT-08730']
307,Vandalismo,07-21-2024,Cerrada,"['454-52-0766', '280-62-2915']",['MNT-00765']
308,Mal funcionamiento,07-05-2024,Cerrada,"['538-12-6517', '155-06-1796', '043-64-3191']",['MNT-08959']
309,Vandalismo,16/02/2024,Abierta,"['602-03-1664', '147-50-0341']",['MNT-08132']
310,Vandalismo,28-12-2023,Abierta,['160-91-0453'],"['MNT-02112', 'MNT-11757']"
311,Vandalismo,07-08-2024,Abierta,['096-58-1468'],['MNT-12719']
312,Vandalismo,2023-11-22,Abierta,"['055-11-7491', '757-10-7998', '197-83-8049']",['MNT-04056']
313,Mal funcionamiento,01/01/2024,Cerrada,"['593-28-1463', '306-25-1863', '535-50-0905']",['MNT-07446']
314,Rotura,2024/09/01,Abierta,['927-72-9530'],['MNT-06380']
315,Mal funcionamiento,12-02-2024,Cerrada,"['351-14-5876', '163-56-3154']","['MNT-01497', 'MNT-06346']"
316,Mal funcionamiento,2024/07/25,Abierta,['197-60-9711'],['MNT-14442']
317,Desgaste,05-12-2024,Abierta,"['560-92-4692', '045-85-1947']",['MNT-04248']
318,Desgaste,14-05-2024,Abierta,"['891-85-4446', '254-61-5659', '014-14-0644']",['MNT-01358']
319,Rotura,2024-07-31,Cerrada,"['665-21-6981', '116-65-9334']",['MNT-14311']
320,Rotura,2024/02/10,Cerrada,['853-33-3261'],"['MNT-01228', 'MNT-05569']"
321,Mal funcionamiento,18-05-2024,Abierta,"['467-60-3084', '830-67-4076']",['MNT-03167']
322,Desgaste,2024/06/11,Abierta,"['290-89-2769', '998-38-2592']","['MNT-04162', 'MNT-07685']"
323,Vandalismo,03-11-2023,Abierta,"['210-69-7560', '064-76-8007']","['MNT-05129', 'MNT-11083']"
324,Mal funcionamiento,29/04/2024,Abierta,['630-81-6658'],['MNT-12584']
325,Rotura,2023-10-15,Abierta,['420-51-9943'],['MNT-10574']
326,Vandalismo,2024-08-04,Cerrada,"['359-75-6058', '065-70-5779', '261-05-7926']",['MNT-06406']
327,Vandalismo,2024-01-06,Cerrada,"['859-47-0545', '599-74-8656', '094-76-6065']",['MNT-08371']
328,Desgaste,2024-04-13,Cerrada,['053-91-2605'],"['MNT-02642', 'MNT-12932']"
329,Vandalismo,2024/02/18,Abierta,"['982-37-3796', '458-10-1128']",['MNT-00190']
330,Desgaste,2024/05/04,Abierta,['756-12-6297'],"['MNT-00504', 'MNT-12418']"
331,Desgaste,04-07-2024,Abierta,"['219-99-4951', '236-84-5106', '732-13-6410']",['MNT-00022']
332,Vandalismo,07-27-2024,Cerrada,"['550-30-7486', '926-68-0103', '301-25-6988']",['MNT-07468']
333,Desgaste,12-08-2024,Cerrada,['572-97-5101'],['MNT-02659']
334,Vandalismo,08-07-2024,Cerrada,"['836-96-3846', '294-16-8118']",['MNT-11750']
335,Vandalismo,11/03/2024,Abierta,"['772-45-1594', '980-70-8235']","['MNT-02528', 'MNT-04445']"
336,Mal funcionamiento,27/09/2024,Abierta,"['100-74-9205', '759-83-8175', '479-05-1176']","['MNT-06088', 'MNT-07349', 'MNT-11380']"
337,Mal funcionamiento,2024/05/31,Cerrada,['534-40-4833'],['MNT-00358']
338,Rotura,14-02-2024,Cerrada,"['365-96-5751', '251-75-3243', '305-89-6733']","['MNT-12691', 'MNT-14141']"
339,Rotura,2024/08/19,Abierta,"['012-44-7679', '322-56-1953']","['MNT-04902', 'MNT-07611']"
340,Desgaste,28-06-2024,Cerrada,['176-58-1345'],['MNT-07096']
341,Mal funcionamiento,21-03-2024,Cerrada,"['810-98-7093', '412-13-3492']",['MNT-12939']
342,Desgaste,21-12-2023,Abierta,['527-92-2589'],['MNT-08229']
343,Desgaste,26-10-2023,Cerrada,"['500-16-2930', '376-33-9110']",['MNT-02029']
344,Mal funcionamiento,07-07-2024,Cerrada,"['990-76-4251', '668-52-1770']",['MNT-04642']
345,Mal funcionamiento,06-08-2024,Abierta,"['490-19-1026', '353-88-3076']",['MNT-03586']
346,Mal funcionamiento,2024/08/18,Abierta,['499-12-3033'],"['MNT-02642', 'MNT-12932']"
347,Rotura,02-16-2024,Abierta,"['697-74-4853', '634-01-3981', '602-03-1664']","['MNT-03208', 'MNT-08841']"
348,Rotura,23/10/2023,Cerrada,['724-93-2993'],['MNT-06925']
349,Mal funcionamiento,2024-05-03,Abierta,['458-48-7450'],['MNT-04471']
350,Rotura,2024/08/30,Abierta,"['562-51-6195', '757-96-7008']",['MNT-04213']
351,Vandalismo,02-05-2024,Abierta,['394-00-5301'],['MNT-10219']
352,Rotura,09-10-2024,Cerrada,"['703-36-0172', '630-84-3384']",['MNT-11313']
353,Vandalismo,2024-04-17,Cerrada,['366-53-9810'],"['MNT-01014', 'MNT-08644']"
354,Mal funcionamiento,2023-12-25,Abierta,['329-98-1190'],"['MNT-04902', 'MNT-07611']"
355,Mal funcionamiento,26-01-2024,Cerrada,"['818-45-3964', '610-76-5829']",['MNT-03407']
356,Vandalismo,2024-10-03,Abierta,"['804-78-3227', '661-43-9555', '297-12-3457']",['MNT-00518']
357,Desgaste,2024-04-14,Cerrada,"['894-92-9540', '171-84-7504']",['MNT-14663']
358,Rotura,16-01-2024,Cerrada,"['938-09-9014', '523-87-5555']",['MNT-12509']
359,Mal funcionamiento,03-13-2024,Abierta,['279-62-8606'],['MNT-06599']
360,Vandalismo,04-22-2024,Abierta,"['307-63-8735', '252-66-1363', '942-60-7156']",['MNT-07949']
361,Desgaste,2024-03-28,Abierta,"['071-87-8731', '721-04-3678']",['MNT-07647']
362,Rotura,2023/11/23,Abierta,['151-30-3233'],['MNT-11004']
363,Desgaste,12-16-2023,Cerrada,['997-84-7953'],['MNT-14682']
364,Mal funcionamiento,2024-01-31,Cerrada,"['942-02-9734', '901-98-4874']",['MNT-00286']
365,Vandalismo,2024/04/01,Abierta,['436-63-7538'],['MNT-11750']
366,Mal funcionamiento,2024/08/12,Cerrada,"['859-44-1070', '400-04-9068', '669-84-3016']","['MNT-02814', 'MNT-14642']"
367,Mal funcionamiento,19-07-2024,Cerrada,"['939-33-6124', '116-95-2791', '711-33-4768']",['MNT-07313']
368,Vandalismo,2024/05/05,Abierta,['451-97-5461'],['MNT-01221']
369,Desgaste,22/05/2024,Cerrada,"['870-54-8063', '436-41-0036']",['MNT-04598']
370,Rotura,07-06-2024,Abierta,"['258-83-0473', '357-92-9625']","['MNT-13012', 'MNT-13713']"
371,Desgaste,2023-10-29,Cerrada,"['986-84-7865', '220-32-0711']",['MNT-01532']
372,Desgaste,13/11/2023,Abierta,"['011-33-8059', '811-98-6189', '321-73-2803']",['MNT-08798']
373,Mal funcionamiento,14/01/2024,Cerrada,"['809-99-6731', '866-87-6479']",['MNT-02739']
374,Vandalismo,10/08/2024,Cerrada,"['602-52-6761', '907-08-8113']",['MNT-14903']
375,Desgaste,07-04-2024,Cerrada,['559-08-6664'],['MNT-09558']
376,Desgaste,26/04/2024,Cerrada,"['968-27-4035', '372-28-9340', '858-14-5364']",['MNT-12094']
377,Mal funcionamiento,19/03/2024,Cerrada,"['894-28-8127', '770-38-7376']",['MNT-05340']
378,Desgaste,29/06/2024,Abierta,"['365-23-1486', '791-41-9096']",['MNT-14903']
379,Mal funcionamiento,2024/09/03,Cerrada,"['547-78-2911', '291-85-9966']",['MNT-14494']
380,Mal funcionamiento,18-12-2023,Cerrada,"['157-12-5002', '693-28-5928', '715-75-8117']",['MNT-04862']
381,Rotura,2024-08-16,Abierta,['384-77-5446'],['MNT-04835']
382,Rotura,19/07/2024,Cerrada,"['582-97-0913', '155-24-6243']",['MNT-09354']
383,Vandalismo,2024/05/16,Abierta,['707-55-2847'],['MNT-09014']
384,Vandalismo,19-07-2024,Cerrada,['377-94-5948'],['MNT-05858']
385,Desgaste,13-01-2024,Cerrada,"['254-30-8935', '027-83-3206', '682-09-9738']","['MNT-04152', 'MNT-05684']"
386,Desgaste,09/11/2023,Cerrada,['277-82-9415'],['MNT-14892']
387,Vandalismo,2024-07-04,Abierta,"['340-55-7004', '110-01-1093']",['MNT-04793']
388,Desgaste,2024/02/29,Abierta,['414-81-5353'],"['MNT-06300', 'MNT-07661']"
389,Desgaste,2024-04-19,Abierta,"['300-00-0761', '643-55-1622']",['MNT-11118']
390,Rotura,01-27-2024,Abierta,['373-48-0768'],"['MNT-05193', 'MNT-14801']"
391,Vandalismo,02/11/2023,Abierta,"['317-59-9842', '736-87-7193']",['MNT-14619']
392,Rotura,04-29-2024,Abierta,"['337-99-0776', '844-57-5852', '047-72-0179']",['MNT-06789']
393,Mal funcionamiento,17/09/2024,Abierta,['918-02-3679'],['MNT-10439']
394,Rotura,15/01/2024,Abierta,['627-59-1873'],['MNT-12865']
395,Rotura,18-07-2024,Cerrada,"['729-48-9155', '797-04-6512', '709-59-6919']",['MNT-09859']
396,Vandalismo,28/10/2023,Abierta,"['634-04-7469', '768-10-6245']","['MNT-08039', 'MNT-11158', 'MNT-13242']"
397,Vandalismo,2024/09/10,Cerrada,"['945-51-6477', '805-46-4942', '161-05-5834']",['MNT-01085']
398,Vandalismo,2024/03/21,Cerrada,"['677-95-6551', '847-44-2878', '525-59-1101']",['MNT-13982']
399,Rotura,2023/12/28,Cerrada,"['137-62-2365', '030-48-3933', '488-92-2085']",['MNT-03170']
400,Desgaste,2024/04/28,Abierta,"['716-95-9620', '302-46-1759', '779-99-5071']",['MNT-10171']
401,Mal funcionamiento,2024-06-12,Cerrada,"['729-25-9421', '125-37-3182', '812-19-5301']",['MNT-12971']
402,Rotura,04-09-2024,Abierta,['321-68-0919'],"['MNT-00536', 'MNT-12870']"
403,Rotura,24/08/2024,Abierta,"['176-62-9681', '282-32-7349']","['MNT-02323', 'MNT-09329', 'MNT-10517']"
404,Desgaste,2023-11-20,Cerrada,"['331-49-0029', '358-18-4485', '612-37-3694']",['MNT-01807']
405,Vandalismo,21-03-2024,Cerrada,"['627-59-1873', '378-07-7393']",['MNT-04620']
406,Mal funcionamiento,30-09-2024,Cerrada,"['375-01-0537', '915-55-4834']",['MNT-09257']
407,Rotura,09-12-2024,Cerrada,"['279-86-2000', '361-35-1201']","['MNT-05192', 'MNT-11291']"
408,Rotura,2024/06/13,Abierta,"['426-37-4384', '554-58-9624']",['MNT-02696']
409,Desgaste,05/07/2024,Cerrada,"['075-20-1956', '519-40-0800']","['MNT-06856', 'MNT-10724']"
410,Mal funcionamiento,04-18-2024,Cerrada,"['946-29-3273', '528-43-1569']",['MNT-02546']
411,Vandalismo,30/10/2023,Cerrada,['545-13-7272'],['MNT-09351']
412,Desgaste,2024-02-18,Cerrada,['552-64-5966'],['MNT-01548']
413,Mal funcionamiento,2024/08/03,Cerrada,['754-63-5089'],['MNT-01006']
414,Rotura,2024-06-26,Cerrada,"['392-32-3808', '825-30-9012', '343-83-8765']",['MNT-04020']
415,Mal funcionamiento,2024-09-26,Abierta,['046-89-5764'],['MNT-08798']
416,Vandalismo,2023-11-29,Abierta,"['223-08-2682', '853-62-8624']",['MNT-04981']
417,Rotura,30/05/2024,Cerrada,"['723-89-4908', '911-94-5297']",['MNT-07675']
418,Desgaste,03-02-2024,Cerrada,['106-29-1680'],['MNT-06815']
419,Desgaste,10-25-2023,Cerrada,"['764-34-5923', '564-49-2033', '060-85-1683']","['MNT-08190', 'MNT-09211']"
420,Desgaste,23/07/2024,Cerrada,['448-99-2941'],['MNT-00939']
421,Vandalismo,26/08/2024,Cerrada,"['996-53-5892', '582-53-2389', '777-11-6228']","['MNT-04384', 'MNT-05002']"
422,Vandalismo,08-29-2024,Cerrada,"['029-00-6239', '217-32-5172', '802-02-2509']",['MNT-06822']
423,Vandalismo,2024/04/16,Abierta,['594-31-9895'],['MNT-00776']
424,Vandalismo,2024/04/24,Abierta,"['424-86-4616', '492-18-9211', '730-83-9340']",['MNT-03327']
425,Vandalismo,31/10/2023,Cerrada,"['660-42-3037', '375-38-6947', '977-20-1996']","['MNT-02043', 'MNT-10060']"
426,Rotura,2023/12/18,Cerrada,"['329-36-8638', '781-80-1768', '702-65-3560']","['MNT-08580', 'MNT-13975']"
427,Desgaste,13/02/2024,Abierta,['292-84-3734'],['MNT-13637']
428,Vandalismo,12/04/2024,Cerrada,"['077-98-5599', '821-11-8778', '065-34-3277']","['MNT-08190', 'MNT-09211']"
429,Vandalismo,26-08-2024,Abierta,['980-51-9786'],"['MNT-10307', 'MNT-11092']"
430,Mal funcionamiento,18-10-2023,Abierta,"['344-18-0353', '496-48-6686', '414-59-4433']","['MNT-01507', 'MNT-06472']"
431,Rotura,08-14-2024,Cerrada,"['122-92-6750', '293-31-6681', '599-62-2214']",['MNT-03964']
432,Vandalismo,26/04/2024,Cerrada,['061-43-7724'],"['MNT-05253', 'MNT-14252']"
433,Vandalismo,26/05/2024,Cerrada,"['040-65-9038', '770-23-4485']",['MNT-14496']
434,Desgaste,02-28-2024,Cerrada,"['263-53-7322', '362-39-8980']","['MNT-07091', 'MNT-11718']"
435,Vandalismo,04-06-2024,Abierta,"['500-90-6672', '910-15-2936', '651-87-3076']","['MNT-00292', 'MNT-05109']"
436,Vandalismo,15/06/2024,Cerrada,"['194-02-3881', '580-98-3277']","['MNT-05310', 'MNT-12407']"
437,Vandalismo,08-05-2024,Abierta,['590-79-0848'],"['MNT-05833', 'MNT-11113']"
438,Rotura,06-06-2024,Abierta,['764-59-8212'],['MNT-04744']
439,Mal funcionamiento,2024/01/05,Cerrada,"['299-37-1983', '367-61-7037', '477-96-2604']",['MNT-08459']
440,Rotura,06-03-2024,Cerrada,"['180-00-1707', '069-41-2567', '753-53-8828']",['MNT-14723']
441,Vandalismo,07/09/2024,Cerrada,"['797-75-4118', '800-24-3767', '722-94-4037']",['MNT-04636']
442,Desgaste,2024-04-17,Abierta,"['084-20-7077', '019-76-3185', '809-46-4991']",['MNT-01403']
443,Vandalismo,12-14-2023,Abierta,['370-12-4785'],['MNT-10674']
444,Rotura,07-06-2024,Abierta,['206-55-0360'],['MNT-14613']
445,Mal funcionamiento,23/04/2024,Abierta,"['615-18-8150', '328-44-9111']",['MNT-08380']
446,Rotura,24/08/2024,Abierta,"['777-83-3865', '293-50-0715']",['MNT-14520']
447,Rotura,2024-06-07,Cerrada,"['372-20-0276', '854-22-9087', '226-97-8091']",['MNT-10955']
448,Mal funcionamiento,2024/03/19,Abierta,"['677-95-6551', '242-83-2992']",['MNT-05615']
449,Mal funcionamiento,2024-03-09,Cerrada,"['685-45-9153', '612-80-7200', '461-96-2103']",['MNT-14982']
450,Desgaste,2024-02-23,Cerrada,"['375-55-1786', '780-02-3597', '861-61-9714']",['MNT-07836']
451,Vandalismo,24-01-2024,Cerrada,['641-23-8998'],['MNT-10645']
452,Desgaste,07-08-2024,Abierta,"['058-14-8277', '814-13-1286', '252-65-6716']",['MNT-08137']
453,Mal funcionamiento,13-03-2024,Cerrada,['302-36-7440'],"['MNT-03621', 'MNT-13025']"
454,Rotura,03-07-2024,Abierta,['522-97-2424'],['MNT-07670']
455,Vandalismo,08-04-2024,Cerrada,['510-15-3746'],['MNT-07099']
456,Rotura,2024-03-23,Abierta,"['566-72-6302', '610-04-1788', '985-21-9108']",['MNT-08288']
457,Vandalismo,07-03-2024,Cerrada,['208-76-2098'],['MNT-09101']
458,Mal funcionamiento,2023/12/01,Cerrada,"['950-24-9883', '175-50-2520']",['MNT-09038']
459,Vandalismo,2024/03/29,Abierta,['111-02-5121'],['MNT-13994']
460,Vandalismo,07/09/2024,Abierta,"['663-27-1463', '418-73-0560']",['MNT-07282']
461,Vandalismo,2024/06/14,Abierta,['092-31-8274'],['MNT-11364']
462,Vandalismo,2024/07/02,Abierta,['544-00-6244'],['MNT-04091']
463,Mal funcionamiento,2024/02/28,Cerrada,['657-49-0915'],['MNT-07043']
464,Desgaste,2023-10-29,Abierta,"['887-24-3603', '550-27-1829']",['MNT-05430']
465,Mal funcionamiento,01-03-2024,Cerrada,['252-74-0317'],['MNT-00963']
466,Desgaste,05-02-2024,Cerrada,['507-54-9719'],['MNT-07708']
467,Mal funcionamiento,2024/06/25,Cerrada,"['631-47-8006', '126-99-5131', '893-25-1753']",['MNT-03749']
468,Desgaste,05-30-2024,Abierta,['106-94-0080'],['MNT-13276']
469,Desgaste,10-08-2024,Cerrada,"['891-43-8203', '724-07-0628', '092-00-2589']",['MNT-02121']
470,Rotura,16-02-2024,Abierta,['808-92-0953'],['MNT-14050']
471,Desgaste,2024-09-22,Abierta,"['059-92-3603', '947-40-1508']",['MNT-01922']
472,Desgaste,2024/02/12,Cerrada,"['619-37-2886', '333-22-2153', '946-04-6667']",['MNT-07399']
473,Mal funcionamiento,07-06-2024,Cerrada,"['198-18-3268', '340-55-7004', '966-02-8203']",['MNT-03920']
474,Rotura,05-11-2023,Abierta,['181-22-1418'],['MNT-02185']
475,Mal funcionamiento,2024/09/21,Abierta,"['302-08-3955', '131-23-5120']",['MNT-12205']
476,Mal funcionamiento,2024/03/20,Cerrada,"['859-11-0798', '773-11-8148', '254-98-9565']",['MNT-07629']
477,Desgaste,2024/06/14,Cerrada,['674-83-2362'],['MNT-08381']
478,Desgaste,2024-01-06,Cerrada,['009-43-4230'],"['MNT-06362', 'MNT-06872', 'MNT-11424']"
479,Mal funcionamiento,2023-10-26,Cerrada,['692-95-5870'],['MNT-14736']
480,Rotura,22/07/2024,Cerrada,['098-84-4503'],['MNT-13677']
481,Mal funcionamiento,13/08/2024,Cerrada,"['802-66-2994', '223-97-7937', '422-04-9416']",['MNT-05936']
482,Vandalismo,2024/03/12,Abierta,"['341-17-8059', '156-93-0963']",['MNT-04545']
483,Desgaste,12-06-2023,Cerrada,"['066-91-5081', '256-62-9547']",['MNT-10988']
484,Rotura,13/11/2023,Cerrada,"['399-43-8156', '278-94-0599']",['MNT-09410']
485,Rotura,31-07-2024,Cerrada,"['845-18-5526', '399-43-8156']",['MNT-09117']
486,Mal funcionamiento,12/04/2024,Abierta,"['261-82-6021', '244-04-0014']",['MNT-05977']
487,Vandalismo,2024-08-05,Abierta,"['553-16-4179', '058-13-7923', '586-88-4233']","['MNT-02802', 'MNT-05025']"
488,Vandalismo,04/10/2024,Abierta,"['493-39-1793', '062-35-7268']",['MNT-09172']
489,Vandalismo,2024/04/07,Abierta,['790-13-6581'],['MNT-14048']
490,Mal funcionamiento,27/11/2023,Cerrada,"['506-84-5479', '502-72-9545']",['MNT-03620']
491,Mal funcionamiento,03/02/2024,Abierta,"['419-24-7904', '523-74-6514', '988-91-1698']",['MNT-11913']
492,Rotura,2024/04/15,Cerrada,"['338-07-3327', '379-35-2497', '067-54-8038']",['MNT-08252']
493,Rotura,2023-11-29,Cerrada,['412-82-4801'],"['MNT-01770', 'MNT-03906']"
494,Vandalismo,2024-04-03,Abierta,"['294-40-2256', '552-81-7630', '377-17-9383']",['MNT-05699']
495,Desgaste,2024-07-06,Cerrada,['549-77-0970'],"['MNT-13251', 'MNT-14942']"
496,Rotura,2024-02-11,Abierta,"['711-76-9538', '557-49-2268', '170-17-3945']",['MNT-00083']
497,Rotura,22/04/2024,Cerrada,"['584-70-2775', '885-51-2070']",['MNT-11162']
498,Rotura,2023-12-15,Abierta,['331-56-1263'],['MNT-03927']
499,Mal funcionamiento,10-26-2023,Abierta,['099-91-3073'],['MNT-02196']
500,Rotura,09-26-2024,Cerrada,"['584-36-6280', '009-87-3778', '958-92-4867']","['MNT-04678', 'MNT-08758']"
501,Desgaste,2024/07/14,Abierta,['266-73-2905'],['MNT-03435']
502,Desgaste,2024-01-31,Cerrada,['053-02-3946'],['MNT-04523']
503,Rotura,19-10-2023,Cerrada,['997-24-7524'],"['MNT-10573', 'MNT-11639']"
504,Desgaste,01/04/2024,Abierta,"['690-21-3631', '244-22-3178']",['MNT-06189']
505,Mal funcionamiento,12-07-2024,Abierta,"['505-93-4655', '727-58-0002']",['MNT-01438']
506,Vandalismo,25/09/2024,Cerrada,['821-97-4745'],['MNT-01231']
507,Mal funcionamiento,2023-12-09,Cerrada,"['863-31-0742', '418-77-4581']",['MNT-09130']
508,Rotura,2024-04-27,Cerrada,"['919-55-3623', '246-20-7091', '139-01-2432']",['MNT-04367']
509,Rotura,2024-03-23,Abierta,"['153-58-1733', '538-09-5830']",['MNT-04331']
510,Mal funcionamiento,22-12-2023,Abierta,"['786-64-5891', '955-63-7457']",['MNT-01886']
511,Rotura,05-30-2024,Cerrada,"['944-31-2217', '427-24-2346']",['MNT-06334']
512,Mal funcionamiento,01-08-2024,Cerrada,['675-88-3042'],['MNT-07651']
513,Rotura,2024-02-25,Cerrada,"['072-56-3734', '402-89-7106', '709-34-3453']",['MNT-01045']
514,Rotura,2023-12-14,Abierta,"['663-74-7015', '185-91-8679']",['MNT-01758']
515,Desgaste,14-04-2024,Cerrada,"['374-20-4633', '866-48-9617']",['MNT-14226']
516,Desgaste,02-14-2024,Abierta,"['862-15-5795', '188-94-2740', '803-36-5332']",['MNT-00562']
517,Rotura,2023/11/14,Cerrada,['616-50-4285'],['MNT-07095']
518,Desgaste,2023-10-25,Abierta,"['785-45-1931', '926-77-4437', '003-75-9074']",['MNT-10644']
519,Vandalismo,07/01/2024,Cerrada,"['910-05-6877', '375-01-0537', '986-92-7484']",['MNT-05231']
520,Vandalismo,08-24-2024,Abierta,"['229-26-7096', '840-99-4096', '203-37-1092']",['MNT-06829']
521,Rotura,28-11-2023,Abierta,"['905-36-1838', '690-68-6676', '485-39-2324']",['MNT-12335']
522,Vandalismo,19/08/2024,Cerrada,['013-82-4679'],['MNT-07997']
523,Vandalismo,2024-06-12,Abierta,"['491-10-2646', '262-47-4966', '678-67-7704']",['MNT-06552']
524,Vandalismo,2024-04-12,Abierta,"['142-99-0318', '649-13-7788']",['MNT-05557']
525,Desgaste,12/05/2024,Cerrada,"['561-44-5153', '223-55-9866', '434-31-2585']",['MNT-01149']
526,Desgaste,29/08/2024,Abierta,"['749-51-8565', '372-58-3349']",['MNT-11118']
527,Mal funcionamiento,2023/12/09,Cerrada,['631-28-7063'],['MNT-14802']
528,Vandalismo,29/11/2023,Abierta,['539-07-2289'],['MNT-03465']
529,Mal funcionamiento,20-05-2024,Cerrada,['728-74-4420'],['MNT-03724']
530,Desgaste,02-17-2024,Abierta,"['746-59-4124', '700-69-2316', '654-44-1925']",['MNT-14847']
531,Mal funcionamiento,2024/10/01,Abierta,"['827-39-6164', '537-30-1417', '627-92-9350']",['MNT-07823']
532,Vandalismo,2024-09-21,Abierta,"['060-21-9395', '133-35-6240']",['MNT-12655']
533,Rotura,2024/04/28,Abierta,"['950-47-6103', '023-39-4448']",['MNT-03578']
534,Desgaste,07-03-2024,Abierta,"['616-67-7297', '743-26-3181', '670-07-5532']",['MNT-06266']
